+-------------------------------+-------+----------+---------------+
| Batsman                       | Runs  | Hundreds | Runs/Hundreds |
| Nyron Asgarali                | 877   | 7        | 125.28        |
| Steve Camacho                 | 877   | 7        | 125.28        |
| Albert Lawton                 | 1378  | 11       | 125.27        |
| Trevor Bailey                 | 3507  | 28       | 125.25        |
| Peter Richardson              | 5510  | 44       | 125.22        |
| Charles Palmer                | 4132  | 33       | 125.21        |
| Phil Bainbridge               | 3005  | 24       | 125.20        |
| Vijay Bhosle                  | 2128  | 17       | 125.17        |
| Carlton Baugh                 | 1502  | 12       | 125.16        |
| Jack Lee                      | 751   | 6        | 125.16        |
| Ian Harvey                    | 1877  | 15       | 125.13        |
| Abdul Razzaq                  | 1001  | 8        | 125.12        |
| Saeed Azad                    | 2002  | 16       | 125.12        |
| Mark Bailey                   | 1001  | 8        | 125.12        |
| Mujahid Jamshed               | 2002  | 16       | 125.12        |
| Michael Smith                 | 5004  | 40       | 125.10        |
| Maurice Tate                  | 2877  | 23       | 125.08        |
| Johnny Douglas                | 3252  | 26       | 125.07        |
| Les Favell                    | 3376  | 27       | 125.03        |
| Dominic Cork                  | 1000  | 8        | 125.00        |
| Saud Shakil                   | 1375  | 11       | 125.00        |
| Kumar Dharmasena              | 1125  | 9        | 125.00        |
| Anustup Majumdar              | 1125  | 9        | 125.00        |
| Jonathan Batty                | 2500  | 20       | 125.00        |
| Graham Rose                   | 1375  | 11       | 125.00        |
| David Miller                  | 750   | 6        | 125.00        |
| Yaseen Vallie                 | 1750  | 14       | 125.00        |
| Ian Daniel                    | 2750  | 22       | 125.00        |
| Francis Marlow                | 875   | 7        | 125.00        |
| Gar Waddy                     | 750   | 6        | 125.00        |
| Dave Pritchard                | 750   | 6        | 125.00        |
| Rakesh Solanki                | 750   | 6        | 125.00        |
| Ted Arnold                    | 2999  | 24       | 124.95        |
| Atif Rauf                     | 2124  | 17       | 124.94        |
| Jimmy Ord                     | 1999  | 16       | 124.93        |
| Ewart Astill                  | 1874  | 15       | 124.93        |
| Neil Taylor                   | 5622  | 45       | 124.93        |
| Prakash Poddar                | 1374  | 11       | 124.90        |
| Imraan Khan                   | 2498  | 20       | 124.90        |
| Roy Lonergan                  | 1124  | 9        | 124.88        |
| Dick Lilley                   | 1998  | 16       | 124.87        |
| Shoaib Khan                   | 874   | 7        | 124.85        |
| Khalid Qayyum                 | 874   | 7        | 124.85        |
| Mick Norman                   | 2996  | 24       | 124.83        |
| Gavin Victor                  | 749   | 6        | 124.83        |
| Bryan Valentine               | 4369  | 35       | 124.82        |
| Tim O'Gorman                  | 1248  | 10       | 124.80        |
| Brian Rose                    | 3120  | 25       | 124.80        |
| Jack Parker                   | 2496  | 20       | 124.80        |
| David Ripley                  | 1123  | 9        | 124.77        |
| Claud Woolley                 | 1622  | 13       | 124.76        |
| Bruce Laird                   | 998   | 8        | 124.75        |
| Ronald Draper                 | 1372  | 11       | 124.72        |
| Rod Tucker                    | 873   | 7        | 124.71        |
| Eddie Dawson                  | 1746  | 14       | 124.71        |
| Richard Levi                  | 1247  | 10       | 124.70        |
| Mick Commaille                | 1122  | 9        | 124.66        |
| Bob Catterall                 | 1122  | 9        | 124.66        |
| Bob Gale                      | 1870  | 15       | 124.66        |
| Arthur Mitchell               | 5485  | 44       | 124.65        |
| Graham Barlow                 | 3241  | 26       | 124.65        |
| Nasir Shah                    | 1371  | 11       | 124.63        |
| Vivian Crawford               | 1994  | 16       | 124.62        |
| Robbie Kerr                   | 1994  | 16       | 124.62        |
| James Whitaker                | 4735  | 38       | 124.60        |
| Keith Fletcher                | 7850  | 63       | 124.60        |
| Allan Rae                     | 2118  | 17       | 124.58        |
| Khurram Shehzad               | 1495  | 12       | 124.58        |
| Surya Yadav                   | 1744  | 14       | 124.57        |
| Ivor Foulkes                  | 1121  | 9        | 124.55        |
| Mark O'Neill                  | 1121  | 9        | 124.55        |
| Ben Brown                     | 2739  | 22       | 124.50        |
| Headley Keith                 | 996   | 8        | 124.50        |
| Dick Spooner                  | 1494  | 12       | 124.50        |
| Peter Muzzell                 | 747   | 6        | 124.50        |
| Chanaka Ruwansiri             | 747   | 6        | 124.50        |
| Mohammad Nawaz                | 747   | 6        | 124.50        |
| Nari Contractor               | 2739  | 22       | 124.50        |
| Charles Lee                   | 996   | 8        | 124.50        |
| Rajesh Puri                   | 2116  | 17       | 124.47        |
| John Tunnicliffe              | 2862  | 23       | 124.43        |
| James Henderson               | 871   | 7        | 124.42        |
| Ron Chandraguptha             | 871   | 7        | 124.42        |
| Shantha Kalavitigoda          | 1866  | 15       | 124.40        |
| Grahame Clinton               | 2488  | 20       | 124.40        |
| Javed Omar                    | 1244  | 10       | 124.40        |
| William Chatterton            | 995   | 8        | 124.37        |
| Imtiaz Hossain                | 1368  | 11       | 124.36        |
| Keith Rigg                    | 1741  | 14       | 124.35        |
| Andimani Pradeep              | 746   | 6        | 124.33        |
| Tushar Arothe                 | 1616  | 13       | 124.30        |
| Nazir Ali                     | 870   | 7        | 124.28        |
| Alan Jones                    | 6959  | 56       | 124.26        |
| Stanley Jackson               | 3852  | 31       | 124.25        |
| Bill Athey                    | 6834  | 55       | 124.25        |
| Dai Davies                    | 1988  | 16       | 124.25        |
| Ranga Sohoni                  | 994   | 8        | 124.25        |
| Iftikhar Ahmed                | 1491  | 12       | 124.25        |
| Norman Horner                 | 3106  | 25       | 124.24        |
| Gareth Hopkins                | 2112  | 17       | 124.23        |
| Allan Green                   | 1118  | 9        | 124.22        |
| Chamara Silva                 | 4720  | 38       | 124.21        |
| Rehan Afridi                  | 745   | 6        | 124.16        |
| Peter Clifford                | 745   | 6        | 124.16        |
| Parvinder Singh               | 1490  | 12       | 124.16        |
| Travis Dean                   | 869   | 7        | 124.14        |
| Tillakaratne Sampath          | 869   | 7        | 124.14        |
| Chick Cray                    | 869   | 7        | 124.14        |
| Roy Virgin                    | 4592  | 37       | 124.10        |
| Hasan Adnan                   | 1241  | 10       | 124.10        |
| Bruce Roberts                 | 1613  | 13       | 124.07        |
| Ces Dacre                     | 2977  | 24       | 124.04        |
| Charles Studd                 | 992   | 8        | 124.00        |
| Chandrasekhar Gadkari         | 868   | 7        | 124.00        |
| Alex Kennedy                  | 1240  | 10       | 124.00        |
| Mahmood Arshad                | 868   | 7        | 124.00        |
| Wajihuddin                    | 868   | 7        | 124.00        |
| Glen Sulzberger               | 992   | 8        | 124.00        |
| David Byas                    | 3596  | 29       | 124.00        |
| Sultan Rana                   | 1240  | 10       | 124.00        |
| Bob Wilson                    | 3720  | 30       | 124.00        |
| Herbie Hewett                 | 868   | 7        | 124.00        |
| Maqsood Ahmed                 | 744   | 6        | 124.00        |
| Karun Dubey                   | 992   | 8        | 124.00        |
| Bob Woolmer                   | 4214  | 34       | 123.94        |
| Ted Dillon                    | 1858  | 15       | 123.86        |
| John Morrison                 | 867   | 7        | 123.85        |
| Carlton Saldanha              | 867   | 7        | 123.85        |
| Geoffrey Legge                | 867   | 7        | 123.85        |
| Vaughan Brown                 | 743   | 6        | 123.83        |
| Imran Khan                    | 3715  | 30       | 123.83        |
| George Kemp-Welch             | 743   | 6        | 123.83        |
| Robert Samuels                | 743   | 6        | 123.83        |
| Basil Onyons                  | 743   | 6        | 123.83        |
| Halambage Premasiri           | 743   | 6        | 123.83        |
| Charles Kelleway              | 1857  | 15       | 123.80        |
| John Hopkins                  | 2228  | 18       | 123.77        |
| Shahid Anwar                  | 3218  | 26       | 123.76        |
| Bob Barber                    | 2104  | 17       | 123.76        |
